n_processo;id_cliente;favor_contribuinte;ementa
 ;2;2;"PROCESSUAL  CIVIL.  TRIBUTÁRIO. PRESCRIÇÃO. AUTO DE INFRAÇÃO. INÍCIO
DA PRESCRIÇÃO DA DEMANDA COM A NOTIFICAÇÃO DO CONTRIBUINTE ACERCA DA
CONSTITUIÇÃO  DEFINITIVA  DO  CRÉDITO  TRIBUTÁRIO.  TERMO INICIAL DA
FLUÊNCIA   DA  PRESCRIÇÃO.  NOTIFICAÇÃO  DO  LANÇAMENTO  TRIBUTÁRIO.
VIOLAÇÃO  DO ART. 535 DO CPC/73. NÃO OCORRÊNCIA. PRECEDENTES. I - Na
origem,  trata-se  de ação de execução ajuizada pela Fazenda Pública
do  Estado  de  Rondônia  objetivando  o  recebimento de valores que
entende devidos relativos ao ICMS.
II  -  Não  havendo,  no  acórdão recorrido, omissão, obscuridade ou
contradição,  não fica caracterizada ofensa ao art. 535 do Código de
Processo  Civil  de 1973. III - Sobre o tema, esta Corte Superior de
Justiça  firmou  compreensão  de  que, uma vez constituído o crédito
tributário  pela  notificação  do  auto de infração, não há falar em
decadência,  mas  em  prescrição,  cujo  termo  inicial  é a data da
constituição  definitiva  do  crédito,  que  se  dá,  nos  casos  de
lançamento  de  ofício,  quando não couber recurso administrativo ou
quando   se   houver   esgotado   o  prazo  para  sua  interposição.
Precedentes:  AgRg  no  AREsp  800.136/RO,  Rel.  Ministro  BENEDITO
GONÇALVES,  PRIMEIRA TURMA, julgado em 23/2/2016, DJe 2/3/2016; EDcl
no AgRg no AREsp 439.781/RO, Rel. Ministro Humberto Martins, Segunda
Turma,  DJe  31/03/2014;  EDcl  no  AREsp  197.022/RS, Rel. Ministro
Arnaldo  Esteves  Lima,  Primeira  Turma,  DJe 20/03/2014; e AgRg no
AREsp  424868/RO,  Rel.  Min.  Sérgio Kukina, Primeira Turma, DJe de
25/6/2014.
IV - Agravo interno improvido."
2010/0203462-0;4;0;"PROCESSUAL CIVIL E TRIBUTÁRIO. AGRAVO REGIMENTAL NO AGRAVO DE INSTRUMENTO. AUSÊNCIA DE PEÇA OBRIGATÓRIA. INTEIRO TEOR DO ACÓRDÃO RECORRIDO. POSSIBILIDADE DE SUPERAR O ÓBICE QUANDO NÃO COMPROMETER A EXATA COMPREENSÃO DA CONTROVÉRSIA. RECURSO ESPECIAL INTEMPESTIVO. A PRERROGATIVA DA INTIMAÇÃO PESSOAL NÃO SE ESTENDE À FAZENDA MUNICIPAL. AGRAVO REGIMENTAL DESPROVIDO. 1. É assente nesta Corte Superior, em razão do disposto no art. 544, § 1o. do CPC, que a cópia integral do acórdão recorrido é peça essencial à formação do Agravo de Instrumento, razão pela qual a falta de uma das páginas é óbice ao conhecimento do apelo de instrumento; pode-se superar esse óbice, como ocorre na hipótese, se as peças juntas ao processo, mesmo incompletas, permitirem a compreensão da controvérsia. 2. A prerrogativa da intimação pessoal só é conferida aos Procuradores Federais, Advogados da União, Procuradores da Fazenda Nacional, Defensores Públicos e membros do Ministério Público, não se aplicando aos Procuradores Estaduais, do Distrito Federal e dos Municípios. Precedentes desta Corte. 3. Agravo Regimental do MUNICÍPIO DE RECIFE desprovido."
2017/0255438-0;4;2;"PROCESSO CIVIL E DIREITO TRIBUTÁRIO. AFASTAMENTO DA INCIDÊNCIA DAS SÚMULAS NS. 282, 356 E 284 DO SUPREMO TRIBUNAL FEDERAL. VEDAÇÃO DA SUBSTITUIÇÃO DA CERTIDÃO DA DÍVIDA ATIVA NA HIPÓTESE DE ERRO NA INDICAÇÃO DO SUJEITO PASSIVO EM VIRTUDE DA SUCESSÃO EMPRESARIAL. APLICAÇÃO DA SÚMULA 392 DO SUPERIOR TRIBUNAL DE JUSTIÇA. I - O Tribunal de origem reconheceu a responsabilidade tributária decorrente do IPVA da empresa incorporadora, que assumiu todas as obrigações da incorporada, nos termos do art. 1.116 do Código Civil e 132 do Código Tributário Nacional, inadmitindo a substituição da CDA. II - Como o acórdão recorrido debateu expressamente a matéria, o caso não comporta a incidência das súmulas ns. 282 e 356 do Supremo Tribunal Federal. III - O agravado logrou êxito ao explicitar de forma clara e inteligível, no recurso especial, as suas razões de insurgência recursal, motivo pelo qual deve ser afastada a incidência do enunciado da súmula n. 284 do Supremo Tribunal Federal. IV - A jurisprudência do Superior Tribunal de Justiça está consolidada no sentido de que a Fazenda Pública, até a prolação da sentença de embargos à execução, pode substituir a certidão de dívida ativa para corrigir erro formal ou material, entretanto, quando os vícios decorrem do próprio lançamento da dívida, como acontece quando existe erro na indicação do sujeito passivo em virtude de sucessão empresarial, está vedada a substituição do título executivo, em conformidade com a súmula 392 do Superior Tribunal de Justiça. Precedentes: AgRg no REsp 1435515/SP, Rel. Ministro OG FERNANDES, SEGUNDA TURMA, julgado em 14/04/2015, DJe 23/04/2015; AgRg no AREsp 131.469/RS, Rel. Ministro HUMBERTO MARTINS, SEGUNDA TURMA, julgado em 24/04/2012, DJe 02/05/2012; AgInt no AREsp 785.026/SP, Rel. Ministra ASSUSETE MAGALHÃES, SEGUNDA TURMA, julgado em 02/06/2016, DJe de 13/06/2016. V - Agravo interno improvido."
2014/0181724-0;3;2;"PROCESSUAL CIVIL. AGRAVO. RECURSO ESPECIAL. TRIBUTÁRIO. ICMS.
DEMANDA DE POTÊNCIA. AÇÃO AJUIZADA PELO USUÁRIO DO SERVIÇO.
LEGITIMIDADE ATIVA AD CAUSAM. ESPECIAL EFICÁCIA VINCULATIVA DO ACÓRDÃO PROFERIDO NO RESP 1.299.303/SC.
1. A Primeira Seção/STJ, ao apreciar o REsp 1.299.303/SC (Rel. Min.
Cesar Asfor Rocha, DJe de 14.8.2012), aplicando a sistemática prevista no art. 543-C do CPC, pacificou entendimento no sentido de que o usuário do serviço de energia elétrica (consumidor em operação interna), na condição de contribuinte de fato, é parte legítima para discutir a incidência do ICMS sobre a demanda contratada de energia elétrica ou para pleitear a repetição do tributo mencionado, não sendo aplicável à hipótese a orientação firmada no julgamento do REsp 903.394/AL (1ª Seção, Rel. Min. Luiz Fux, DJe de 26.4.2010 - recurso submetido à sistemática prevista no art. 543-C do CPC).
2. Agravo regimental não provido. Agravante condenado ao pagamento de multa equivalente a 1% (um por cento) sobre o valor corrigido da causa (art. 557, § 2º, do CPC), por se tratar de questionamento de matéria submetida ao regime do art. 543-C do CPC.
(AgRg no AREsp 568.760/CE, Rel. Ministro MAURO CAMPBELL MARQUES, SEGUNDA TURMA, julgado em 20/11/2014, DJe 26/11/2014)"
2015/0306149-1;3;0;PROCESSUAL CIVIL. TRIBUTÁRIO. AGRAVO INTERNO NO RECURSO ESPECIAL. CÓDIGO DE PROCESSO CIVIL DE 2015. APLICABILIDADE. AUSÊNCIA DE COMBATE A FUNDAMENTOS AUTÔNOMOS DO ACÓRDÃO. RAZÕES RECURSAIS DISSOCIADAS. DEFICIÊNCIA NA FUNDAMENTAÇÃO. INCIDÊNCIA, POR ANALOGIA, DAS SÚMULAS N. 283 E 284/STF. RECURSO REPETITIVO. ART. 736 DO CÓDIGO DE PROCESSO CIVIL. INAPLICABILIDADE NOS EMBARGOS DO DEVEDOR OPOSTOS CONTRA EXECUÇÃO FISCAL. INCIDÊNCIA DA SÚMULA N. 83/STJ. ARGUMENTOS INSUFICIENTES PARA DESCONSTITUIR A DECISÃO ATACADA. I - Consoante o decidido pelo Plenário desta Corte na sessão realizada em 09.03.2016, o regime recursal será determinado pela data da publicação do provimento jurisdicional impugnado. In casu, aplica-se o Código de Processo Civil de 2015. II - A jurisprudência desta Corte considera deficiente a fundamentação quando a parte deixa de impugnar fundamento suficiente para manter o acórdão recorrido, apresentando razões recursais dissociadas dos fundamentos utilizados pela Corte de origem. Incidência, por analogia, das Súmulas n. 283 e 284/STF. III - O acórdão recorrido adotou entendimento consolidado nesta Corte, em recurso repetitivo, segundo o qual a redação do art. 736, do Código de Processo Civil, dada pela Lei n. 11.382/2006, dispensando a garantia como condicionante dos embargos, não se aplica às execuções fiscais, em razão de dispositivo específico, exigindo expressamente a garantia para a apresentação dos embargos à execução fiscal (art. 16, § 1º, da Lei n. 6.830/80). IV - A Agravante não apresenta, no agravo, argumentos suficientes para desconstituir a decisão recorrida. V - Agravo Interno improvido.
2017/0322734-1;2;0;"TRIBUTÁRIO. AGRAVO INTERNO NO AGRAVO EM RECURSO ESPECIAL. PIS E COFINS. ART. 17 DA LEI 11.033/2004. TRIBUTAÇÃO MONOFÁSICA.
CREDITAMENTO. IMPOSSIBILIDADE. PRECEDENTES DO STJ. AGRAVO INTERNO IMPROVIDO.
I. Agravo interno aviado contra decisão monocrática publicada em 15/02/2018, que julgara recurso interposto contra decisum publicado na vigência do CPC/2015.
II. Trata-se, na origem, de Mandado de Segurança, objetivando o reconhecimento do direito líquido e certo de efetuar o crédito de PIS e COFINS sobre as aquisições realizadas, relativamente às mercadorias sujeitas ao regime monofásico de tributação, e comercializadas, inclusive com possibilidade de compensação com os demais tributos administrados pela Receita Federal do Brasil.
III. Consoante jurisprudência do STJ, ""'as receitas provenientes das atividades de venda e revenda sujeitas ao pagamento das contribuições ao PIS/PASEP e à COFINS em Regime Especial de Tributação Monofásica não permitem o creditamento pelo revendedor das referidas contribuições incidentes sobre as receitas do vendedor por estarem fora do Regime de Incidência Não Cumulativo, a teor dos artigos 2º, § 1º e incisos; e 3º, I, 'b', da Lei n. 10.637/2002 e da Lei n. 10.833/2003' e que, portanto, 'não se lhes aplicam, por incompatibilidade de regimes e por especialidade de suas normas, o disposto nos artigos 17, da Lei n. 11.033/2004, e 16, da Lei n.
11.116/2005, cujo âmbito de incidência se restringe ao Regime Não Cumulativo, salvo determinação legal expressa' (STJ, AgRg no REsp 1.433.246/RS, Rel. Ministro Mauro Campbell Marques, Segunda Turma, DJe 2/4/2014)"" (STJ, AgRg no REsp 1.218.198/RS, Rel. Ministra DIVA MALERBI (Desembargadora Federal convocada do TRF/3ª Região, SEGUNDA TURMA, DJe de 17/05/2016). No mesmo sentido: ""Nos termos da jurisprudência esta Corte, o disposto no art. 17 da Lei 11.033/2004 não possui aplicação restrita ao Regime Tributário para Incentivo à Modernização e à Ampliação da Estrutura Portuária - REPORTO (STJ, AgRg no REsp 1.433.246/RS, Rel. Ministro Mauro Campbell Marques, Segunda Turma, DJe de 02/04/2014; Resp 1.267.003/RS, Rel. Ministro Mauro Campbell Marques, Segunda Turma, DJe de 04/10/2013). Contudo, a incompatibilidade entre a apuração de crédito e a tributação monofásica já constitui fundamento suficiente para o indeferimento da pretensão do recorrente. Nesse sentido: STJ, AgRg no REsp 1.239.794/SC, Rel. Ministro Herman Benjamin, Segunda Turma, DJe de 23/10/2013. É que a incidência monofásica do PIS e da COFINS não se compatibiliza com a técnica do creditamento. Precedentes: AgRg no REsp 1.221.142/PR, Rel. Ministro Ari Pargendler. Primeira Turma, julgado em 18/12/2012, DJe 04/02/2013; AgRg no REsp 1.227.544/PR.
Rel. Ministro Napoleão Nunes Maia Filho, Primeira Turma, Dje 17/12/2012: AgRg no REsp 1.256.107/PR, Rel. Ministro Arnaldo Esteves Lima, Primeira Turma, DJe 10/05/2012; AgRg no REsp 1.241.354/RS, Rel. Ministro Castro Meira, Segunda Turma, DJe 10/05/2012"" (STJ, AgInt no AREsp 1.109.354/SP, Rel. Ministro MAURO CAMPBELL MARQUES, SEGUNDA TURMA, DJe de 15/09/2017). Na mesma orientação: STJ, AgRg no AREsp 631.818/CE, Rel. Ministro HUMBERTO MARTINS, SEGUNDA TURMA, DJe de 13/03/2015; REsp 1.140.723/RS, Rel. Ministra ELIANA CALMON, SEGUNDA TURMA, DJe de 22/09/2010.
IV. Agravo interno improvido.
(AgInt no AREsp 1221673/BA, Rel. Ministra ASSUSETE MAGALHÃES, SEGUNDA TURMA, julgado em 17/04/2018, DJe 23/04/2018)"
2015/0001383-8;1;0;"PROCESSUAL CIVIL E TRIBUTÁRIO. AGRAVO REGIMENTAL. AUSÊNCIA DE ALTERAÇÃO DA CONCLUSÃO DO JULGADO NOS EMBARGOS DE DECLARAÇÃO. AFASTAMENTO DA SÚMULA Nº 418 DO STJ. APLICAÇÃO DO ENTENDIMENTO ADOTADO NA SISTEMÁTICA DO ART. 543-C, DO CPC. ERESP 1.403.532/SC. IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS - IPI. FATO GERADOR. INCIDÊNCIA SOBRE OS IMPORTADORES NA REVENDA DE PRODUTOS DE PROCEDÊNCIA ESTRANGEIRA. 1. A Corte Especial, por maioria, quando do julgamento do AgRg nos EAREsp 300.967/SP, confirmou o entendimento já adotado na Questão de Ordem no REsp n. 1.129.215/DF, no sentido de que ""a única interpretação cabível para o enunciado da Súmula 418 do STJ é aquela que prevê o ônus da ratificação do recurso interposto na pendência de embargos declaratórios apenas quando houver alteração na conclusão do julgamento anterior"". 2. Não havendo alteração da conclusão do julgado após o acolhimento dos aclaratórios para determinar o retorno dos autos à origem a fim de prosseguir no julgamento, não há falar em necessidade de ratificação do agravo regimental pela Fazenda Nacional. Por outro lado, sequer havia interesse fazendário em recorrer sobre as questões decididas nos aclaratórios que, em síntese, determinaram o retorno dos autos para prosseguimento do julgamento das questões tidas por prejudicadas na origem. 3. A Primeira Seção desta Corte, por maioria, adotou entendimento no sentido de que, seja pela combinação dos artigos 46, II e 51, parágrafo único do CTN - que compõem o fato gerador, seja pela combinação do art. 51, II, do CTN, art. 4º, I, da Lei n. 4.502/64, art. 79, da Medida Provisória n. 2.158-35/2001 e art. 13, da Lei n. 11.281/2006 - que definem a sujeição passiva, nenhum deles até então afastados por inconstitucionalidade, os produtos importados estão sujeitos a uma nova incidência do IPI quando de sua saída do estabelecimento importador na operação de revenda, mesmo que não tenham sofrido industrialização no Brasil. 4. Agravo regimental não provido."
2015/0166249-7;2;0;"PROCESSUAL CIVIL. EMBARGOS DE DECLARAÇÃO RECEBIDOS COMO AGRAVO REGIMENTAL. PRINCÍPIO DA FUNGIBILIDADE. VÍCIOS DO ART. 535 DO CPC.
INEXISTÊNCIA. APLICAÇÃO DO PRINCÍPIO DA CAUSALIDADE. PRETENSÃO DE REEXAME DE PROVAS. SÚMULA 7/STJ. PRETENSÃO RESISTIDA. CONDENAÇÃO EM CUSTAS E DESPESAS PROCESSUAIS. CABIMENTO. PRECEDENTES. EXISTÊNCIA DE COISA JULGADA. VERIFICAÇÃO. MATÉRIA FÁTICO-PROBATÓRIA. SÚMULA 7 DO STJ.
1. Embargos de declaração recebidos como agravo regimental, em obediência aos princípios da economia processual e da fungibilidade.
EDcl no AgRg no REsp 1.208.878/SP, Rel. Min. Mauro Campbell Marques, Segunda Turma, DJe 30.5.2011.
2. Segundo o princípio da causalidade, aquele que der causa à instauração da demanda ou do incidente processual deve arcar com as despesas deles decorrentes. O Tribunal a quo, com base no contexto fático dos autos, assentou que, observando melhor ""o princípio da causalidade, quando distribuída a execução fiscal, os créditos existiam tanto assim, insiste-se, que foram objeto de compensação. A apelante deu causa à execução. Assim, é da apelante a obrigação de pagar as custas processuais e a taxa judiciária, nos termos do art.
20 caput CPC. Grife-se que, a bem da verdade, não desistiu o apelado da execução fiscal. Ao contrário, teve seu crédito satisfeito por meio da compensação com outros créditos dos quais era devedor"".
3. Modificar o acórdão recorrido, como pretende a recorrente, quanto ao princípio da causalidade, demandaria o reexame de todo o contexto fático-probatório dos autos, o que é defeso a esta Corte, em vista do óbice da Súmula 7/STJ.
4. É assente neste Superior Tribunal que o reexame de ofensa à coisa julgada importa em reexame do conjunto fático-probatório, o que encontra óbice na Súmula 7 deste Tribunal. Precedentes.
Embargos de declaração recebidos como agravo regimental, mas improvido.
(EDcl no AgRg no AREsp 742.245/RJ, Rel. Ministro HUMBERTO MARTINS, SEGUNDA TURMA, julgado em 24/11/2015, DJe 01/12/2015)"
2013/0225048-4;3;0;"TRIBUTÁRIO. EXECUÇÃO FISCAL. REQUISITOS DA CDA. INCIDÊNCIA DA SÚMULA 7/STJ. LANÇAMENTO DE OFÍCIO. DESNECESSIDADE DE PROCESSO ADMINISTRATIVO ESPECÍFICO E NOTIFICAÇÃO.
1. Cuida-se originalmente de embargos à execução manejados pelo ora recorrente que contesta a validade da CDA que instrui o pleito executivo ante a ausência de prévio processo administrativo.
2. É pacífica a jurisprudência deste tribunal no sentido de que a aferição da certeza e liquidez da Certidão da Dívida Ativa - CDA, bem como da presença dos requisitos essenciais à sua validade, conduz necessariamente ao reexame do conjunto fático-probatório do autos, medida inexequível na via da instância especial. Incidência da Súmula 7/STJ.
3. Ademais há nesta Corte jurisprudência consolidada no sentido de que a notificação do lançamento do IPTU e das taxas municipais ocorre com o envio da correspondente guia de recolhimento do tributo para o endereço do imóvel ou do contribuinte, com as informações que lhe permitam, caso não concorde com a cobrança, impugná-la administrativa ou judicialmente.
4. Nesse contexto, firmou-se também o entendimento de que milita em favor do fisco municipal a presunção de que a notificação foi entregue ao contribuinte, o que implica atribuir a este o ônus de provar que não recebeu o documento de cobrança.
5. Correto, portanto o entendimento fixado na origem, no sentido de que, nos tributos com lançamento de ofício, a ausência de prévio processo administrativo não enseja a nulidade das CDAs, porquanto cabe ao contribuinte o manejo de competente processo administrativo caso entenda incorreta a cobrança tributária e não ao fisco que, com observância da lei aplicável ao caso, lançou o tributo.
Agravo regimental improvido.
(AgRg no AREsp 370.295/SC, Rel. Ministro HUMBERTO MARTINS, SEGUNDA TURMA, julgado em 01/10/2013, DJe 09/10/2013)"
2017/0028027-6;2;1;"PROCESSUAL CIVIL E TRIBUTÁRIO. OFENSA AO ART. 1.022 DO CPC/2015 NÃO CONFIGURADA. FRAUDE À EXECUÇÃO. ALIENAÇÃO DE BENS POSTERIOR À ENTRADA EM VIGOR DA LC 118/2005. PRÉ-EXISTÊNCIA DE INSCRIÇÃO EM DÍVIDA ATIVA. PRESUNÇÃO ABSOLUTA. MATÉRIA JULGADA EM RECURSO REPETITIVO.
1. Trata-se de Recurso Especial interposto contra acórdão que rejeitou a configuração da Fraude à Execução Fiscal. 2. A solução integral da controvérsia, com fundamento suficiente, não caracteriza ofensa ao art. 1.022 do CPC/2015. 3. São estas as premissas fixadas no acórdão recorrido: a) a Execução Fiscal versa sobre tributos inscritos na dívida ativa da União em 2002, com despacho de redirecionamento em 25.6.2003 e citação efetivada em 8.6.2006; b) o veículo foi transferido de Elenir Schneider para Neri Rodrigues Dutra em 17.10.2006; c) o devedor alienou o bem após a citação, sem reservar bens suficientes para a satisfação do direito da parte exequente, conforme declaração dele ao oficial de justiça cumpridor do mandado de citação; d) a aplicação do art. 185 do CTN não é automática, ""podendo a presunção de fraude ser afastada quando o terceiro comprovar de forma inequívoca a sua boa-fé"" (fl. 249, e-STJ); e e) a boa-fé do terceiro adquirente está caracterizada porque a tradição do veículo (13.6.2006) e o registro no Detran (17.10.2006) se deram antes da determinação da penhora (24.11.2006).
4. Considerando que a alienação do bem se deu em 13.6.2006, tem-se que a análise da Fraude à Execução Fiscal deve ser feita à luz do art. 185 do CTN, com a redação da Lei Complementar 118/2005.
5. Já neste momento é possível verificar que, nos termos acima, a violação da legislação federal está caracterizada, porque o STJ consignou, no julgamento do REsp 1.141.990/PR, no rito dos recursos repetitivos, que ""a simples alienação ou oneração de bens ou rendas, ou seu começo, pelo sujeito passivo por quantia inscrita em dívida ativa, sem a reserva de meios para quitação do débito, gera presunção absoluta (jure et de jure) de fraude à execução (lei especial que se sobrepõe ao regime do direito processual civil)"" e que, ""se o ato translativo foi praticado a partir de 9.6.2005, data de início da vigência da Lei Complementar 118/2005, basta a efetivação da inscrição em dívida ativa para a configuração da figura da fraude"".
6. Na verdade, mesmo na redação original a Fraude à Execução estaria configurada, pois, conforme citado acima, a devedora, citada em 8.6.2006, alienou o bem ao terceiro (ora recorrido) em 13.6.2006, e ainda declarou ao oficial de Justiça não ter reservado outros bens para pagamento do débito.
7. A circunstância de inexistir penhora, ao tempo da alienação, é irrelevante, pois no julgamento do recurso repetitivo expressamente ficou consignado que o enunciado da Súmula 375/STJ é inaplicável no âmbito das Execuções Fiscais.
8. Por último, relembra-se que no recurso repetitivo se consagrou o entendimento de que a presunção de fraude é absoluta, isto é, não comporta prova em contrário, o que torna irrelevante o entendimento do Tribunal local a respeito da suposta boa-fé do adquirente. 9. Em obiter dictum, acrescenta-se que, ao contrário do que entendeu a Corte local, o simples fato de o terceiro haver adquirido o veículo antes da determinação da respectiva penhora não enseja a conclusão de que a sua boa-fé está caracterizada, pois para tal finalidade seria indispensável que este comprovasse que, na data da aquisição (13.6.2006), atuou com a prudência esperada do homem médio, no sentido de exigir da alienante certidão de distribuição de ações cíveis e criminais contra a alienante (circunstância essa que, se providenciada, conduziria à constatação de que a alienante possuía débito inscrito em dívida ativa, com demanda ajuizada e citação realizada).
10. Recurso Especial parcialmente provido.
(REsp 1655055/RS, Rel. Ministro HERMAN BENJAMIN, SEGUNDA TURMA, julgado em 06/04/2017, DJe 27/04/2017)"
2006/0231115-0;5;0;"AGRAVOS REGIMENTAIS NO RECURSO ESPECIAL. PROCESSUAL CIVIL E TRIBUTÁRIO. CONTRIBUIÇÃO PREVIDENCIÁRIA. ADMINISTRADORES, AUTÔNOMOS E AVULSOS. LEIS 7.787/89 E 8.212/91. TRIBUTO SUJEITO A LANÇAMENTO POR HOMOLOGAÇÃO. PRESCRIÇÃO. AÇÃO PROPOSTA ANTERIORMENTE À VIGÊNCIA DA LC 118/05. SISTEMÁTICA ANTERIOR. RE 566.621/RS, REL. MIN. ELLEN GRACIE, DJE 11.10.2011, JULGADO SOB O REGIME DE REPERCUSSÃO GERAL.
COMPENSAÇÃO. OBRIGATORIEDADE DA OBSERVÂNCIA DAS LIMITAÇÕES INSTITUÍDAS PELAS LEIS 9.032/95 E 9.129/95. PRECEDENTES DA 1A.
SEÇÃO DO STJ. AGRAVOS REGIMENTAIS DA FAZENDA NACIONAL E DO CONTRIBUINTE DESPROVIDOS.
1. Ação proposta contra o INSS objetivando o reconhecimento do direito à compensação de créditos advindos do recolhimento indevido de contribuição previdenciária sobre a folha de salários e a remuneração de administradores, autônomos e avulsos, no período compreendido entre 02/1992 até 08/1994, em razão da declaração de inconstitucionalidade desta contribuição (arts. 3o., I da Lei 7.787/89 e 22, I da Lei 8.212/91).
2. No tocante à forma de contagem do lapso prescricional para a ação de repetição/compensação de indébito de tributo sujeito a lançamento por homologação,recentemente, o Pretório Excelso, no julgamento do RE 566.621/RS, de relatoria da eminente Ministra ELLEN GRACIE, ocorrido em 04.08.2011, DJe 11.10.2011, sob o regime do art.
543-B do CPC, confirmou a inconstitucionalidade do art. 4o., segunda parte da LC 118/2005, reafirmando o entendimento desta Corte de que, nos tributos sujeitos a lançamento por homologação, quando não houver homologação expressa, o prazo para a repetição de indébito é de dez anos a contar do fato gerador; dissentiu, no entanto, em um ponto: ao contrário do que havia entendido a 1a. Seção desse Tribunal, de que o novo regime, previsto no art. 3o. da LC 118/2005, alcançaria apenas os pagamentos efetuados após a sua vigência, o STF concluiu que o novo prazo de 5 anos atinge as demandas ajuizadas depois de sua entrada em vigor, ou seja, 09.06.2005.
3. No caso, proposta a ação antes da entrada em vigor da alteração legislativa, sem razão a Fazenda Pública quando argumenta que a prescrição atinge parcelas anteriores aos 5 anos do ajuizamento da ação.
4. A Primeira Seção, no julgamento do REsp. 796.064/RJ, Rel. Min.
Luiz Fux, consolidou o entendimento segundo o qual os limites à compensação tributária, introduzidos pelas Leis 9.032/95 e 9.129/95, que, sucessivamente, alteraram o disposto no art. 89, § 3o., da Lei n. 8.212/91, são de observância obrigatória pelo Poder Judiciário, enquanto não declarados inconstitucionais os aludidos diplomas normativos (em sede de controle difuso ou concentrado), uma vez que a norma jurídica, enquanto não regularmente expurgada do ordenamento, nele permanece válida, razão pela qual a compensação do indébito tributário, ainda que decorrente da declaração de inconstitucionalidade da exação, submete-se às limitações erigidas pelos diplomas legais que regem a referida modalidade extintiva do crédito tributário.
5. Agravos Regimentais desprovidos.
(AgRg no REsp 896.050/SP, Rel. Ministro NAPOLEÃO NUNES MAIA FILHO, PRIMEIRA TURMA, julgado em 07/11/2013, DJe 02/12/2013)"
2011/0305795-6;5;0;"TRIBUTÁRIO. PROCESSO CIVIL. AGRAVO INTERNO NO RECURSO ESPECIAL.
INEXISTÊNCIA DE OFENSA AO ART. 535 DO CPC/73. AUSÊNCIA DE PREQUESTIONAMENTO. SÚMULA 356/STF. PROCESSO ADMINISTRATIVO. PENA DE PERDIMENTO. OBSERVÂNCIA DO DEVIDO PROCESSO LEGAL. REGULARIDADE DA IMPORTAÇÃO. NECESSIDADE DE DILAÇÃO PROBATÓRIA. APLICAÇÃO DA SÚMULA 7/STJ.
1. Verifica-se, inicialmente, não ter ocorrido ofensa ao art. 535 do CPC/73, na medida em que o Tribunal de origem dirimiu, fundamentadamente, as questões que lhe foram submetidas, apreciando integralmente a controvérsia posta nos autos.
2. A matéria pertinente aos arts. 112 do CTN e 23, § 1º, do Decreto-Lei 1.455/76, não foi apreciada pela instância judicante de origem, tampouco foi suscitada nos embargos declaratórios opostos para suprir eventual omissão. Portanto, ante a falta do necessário prequestionamento, incide o óbice da Súmula 356/STF.
3. Não há como afastar a incidência do óbice da Súmula 7/STJ, tendo em vista que a Corte de origem decidiu a matéria com base nas provas constantes nos autos acerca da regularidade do procedimento de aplicação da pena de perdimento, com observância do devido processo legal, bem como asseverando a necessidade de dilação probatória para verificar a licitude da importação.
4. Agravo interno a que se nega provimento.
(AgInt no REsp 1298429/AM, Rel. Ministro SÉRGIO KUKINA, PRIMEIRA TURMA, julgado em 26/09/2017, DJe 11/10/2017)"
2014/0173333-4;1;0;"TRIBUTÁRIO. EMBARGOS À EXECUÇÃO FISCAL. LANÇAMENTO QUE PARTIU DE CLASSIFICAÇÃO DE DETERMINADO VEÍCULO (MODELO BUGGY) DE MODO DIVERSO DO QUE FIZERA O CONTRIBUINTE DE IPI. AUTOMÓVEL NÃO ENQUADRADO NA CATEGORIA DE ""VEÍCULO ESPECIAL"". OMISSÃO. INEXISTÊNCIA. REQUISITOS DA CDA. REEXAME DO CONTEXTO FÁTICO-PROBATÓRIO. SÚMULA 7/STJ. EXAME DE INSTRUMENTO NORMATIVO (TIPI). IMPOSSIBILIDADE POR NÃO SE TRATAR DE LEI FEDERAL. AGRAVO QUE NÃO ATACA ESPECIFICAMENTE OS FUNDAMENTOS DA DECISÃO AGRAVADA. SÚMULA 182/STJ. 1. Na hipótese dos autos, não se configura a ofensa ao art. 535 do Código de Processo Civil, uma vez que o Tribunal de origem julgou integralmente a lide e solucionou a controvérsia, tal como lhe foi apresentada, manifestando-se inclusive quanto às comparações entre o buggy e outros veículos. Todavia, o Sodalício a quo não enquadrou o buggy na categoria de veículo especial, razão pela qual se denota o mero inconformismo da recorrente com o decisum objurgado. 2. Quanto à ausência dos requisitos da CDA, o acolhimento da pretensão recursal demanda reexame do contexto fático-probatório. Igualmente, nova análise deste contexto seria imprescindível para avaliar a necessidade e a suficiência ou não das provas para autorizar o julgamento antecipado da lide e averiguar eventual cerceamento de defesa. Incide, in casu, o óbice da Súmula 7/STJ. 3. O acolhimento da pretensão recursal, outrossim, demanda a análise de instrumento normativo (TIPI) que não se classifica como lei federal, sendo descabida tal apreciação pela via do Recurso Especial. 4. Conquanto a decisão monocrática vergastada tenha negado provimento ao Recurso Especial com supedâneo no argumento de impossibilidade de análise de instrumento normativo (TIPI) pela via excepcional, deixou a recorrente de se manifestar sobre este ponto, razão pela qual também incide in casu o óbice da Súmula 182/STJ. 5. Agravo Regimental não provido."
